loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision_weighted,eval_recall_weighted,eval_f1_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.8101,11.751407623291016,1.8951781970649896e-05,0.10482180293501048,50,,,,,,,,,,,,,
0.5295,7.574876308441162,1.790356394129979e-05,0.20964360587002095,100,,,,,,,,,,,,,
0.4261,6.016819477081299,1.685534591194969e-05,0.31446540880503143,150,,,,,,,,,,,,,
0.3954,19.055538177490234,1.5807127882599583e-05,0.4192872117400419,200,,,,,,,,,,,,,
0.3279,0.6072726249694824,1.4758909853249476e-05,0.5241090146750524,250,,,,,,,,,,,,,
0.4051,1.5752193927764893,1.371069182389937e-05,0.6289308176100629,300,,,,,,,,,,,,,
0.4127,4.983702182769775,1.2662473794549269e-05,0.7337526205450734,350,,,,,,,,,,,,,
0.3593,21.454992294311523,1.1614255765199163e-05,0.8385744234800838,400,,,,,,,,,,,,,
0.2869,9.77503776550293,1.0566037735849058e-05,0.9433962264150944,450,,,,,,,,,,,,,
,,,1.0,477,0.30277612805366516,0.8679245283018868,0.8805229595563944,0.8679245283018868,0.8727636149080885,3.5811,266.397,16.755,,,,,
0.338,21.257478713989258,9.517819706498952e-06,1.0482180293501049,500,,,,,,,,,,,,,
0.2319,15.719161033630371,8.469601677148847e-06,1.1530398322851152,550,,,,,,,,,,,,,
0.2444,13.189699172973633,7.421383647798742e-06,1.2578616352201257,600,,,,,,,,,,,,,
0.231,1.6505836248397827,6.373165618448638e-06,1.3626834381551363,650,,,,,,,,,,,,,
0.1978,16.886585235595703,5.324947589098532e-06,1.4675052410901468,700,,,,,,,,,,,,,
0.2506,15.09389591217041,4.276729559748428e-06,1.5723270440251573,750,,,,,,,,,,,,,
0.1865,8.910691261291504,3.2285115303983234e-06,1.6771488469601676,800,,,,,,,,,,,,,
0.2376,9.2409029006958,2.1802935010482183e-06,1.7819706498951782,850,,,,,,,,,,,,,
0.1997,2.663173198699951,1.1320754716981133e-06,1.8867924528301887,900,,,,,,,,,,,,,
0.1935,16.01458168029785,8.385744234800839e-08,1.991614255765199,950,,,,,,,,,,,,,
,,,2.0,954,0.3156251907348633,0.8846960167714885,0.8842291741999936,0.8846960167714885,0.8843748367558555,3.6562,260.929,16.411,,,,,
,,,2.0,954,,,,,,,,,117.2527,65.022,8.136,501494174189568.0,0.32927059283796345
,,,2.0,954,0.3156251907348633,0.8846960167714885,0.8842291741999936,0.8846960167714885,0.8843748367558555,3.6076,264.443,16.632,,,,,
